식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg)
소고기_수입산(미국산)_사태_끓인것,201,0,33.68,6.36,64
돼지고기_안심(안심살)_삶은것,177,0,32.32,4.31,37
돼지고기_안심(안심살)_구운것(팬),172,0,30.23,4.76,57
돼지고기_앞다리_생것,159,0,20.21,7.87,51
돼지고기_앞다리(꾸리살)_생것,135,0,18.83,5.91,48
돼지고기_앞다리(부채살)_생것,152,0,20.09,7.18,54
돼지고기_앞다리(앞다리살)_생것,161,0,20.56,7.92,50
돼지고기_앞다리(수육용)_생것,274,0,17.46,21.32,54
돼지고기_앞다리(수육용)_삶은것,310,0,27.47,20.63,36
돼지 부산물_대장_생것,227,0,8.7,20.2,21
돼지 부산물_대장_삶은것,166,0,11.7,13.8,21
돼지 부산물_맹장_생것,371,0,10.8,34.6,54
소고기_한우_등심_삶은것,357,0,25.2,26.63,33
소고기_한우_등심_구운것(팬),400,0,18.9,33.99,59
소고기_한우_채끝(채끝살)_생것,126,0.2,17.1,5.6,63
소고기_한우(1++등급)_설도_생것,217,0,19.63,14.21,51
소고기_한우(1++등급)_설도(보섭살)_생것,218,0,20.24,14.05,51
소고기_한우(1++등급)_설도(설깃살)_생것,223,0,19.74,14.85,51
소고기_한우(1++등급)_우둔(우둔살)_생것,191,0,20.39,11.17,51
소고기_한우(1++등급)_우둔(홍두깨살)_생것,189,0,20.44,10.87,46
소고기_한우(1++등급)_양지_생것,288,0,16.81,23.08,52
소고기_한우(1++등급)_양지(양지머리)_생것,213,0,19.88,13.75,52
소고기_한우(1++등급)_양지(업진살)_생것,413,0,12.64,38.19,51
소고기_한우(1++등급)_갈비(꽃갈비)_생것,424,0,12.62,39.35,53
소고기_한우(1++등급)_갈비(본갈비)_생것,376,0,14.64,33.38,51
돼지 부산물_소장(곱창)_삶은것,233,0,12.49,20.32,18
돼지 부산물_신장_생것,110,1.2,16.7,3.7,114
돼지 부산물_신장_삶은것,151,0,25.4,4.7,80
돼지 부산물_심장(염통)_생것,118,1.33,17.27,4.36,56
돼지 부산물_심장(염통)_삶은것,148,0.4,23.6,5.05,35
돼지 부산물_자궁_생것,73,0,15.4,0.8,195
돼지 부산물_족발_생것,212,0,23.16,12.59,132
돼지 부산물_족발_삶은것,238,0,21.94,16.05,73
소고기_한우(1++등급)_갈비(토시살)_생것,273,0,16.46,21.62,53
소고기_한우(1++등급)_등심(꽃등심살)_생것,365,0,15.44,31.86,41
소고기_한우(1++등급)_등심(살치살)_생것,363,0,14.73,31.96,44
소고기_한우(1++등급)_등심(아래등심살)_생것,348,0,16.23,29.73,40
소고기_한우(1++등급)_등심(윗등심살)_생것,335,0,16.03,28.46,46
소고기_한우(1++등급)_사태(뒷사태)_생것,178,0,21.41,9.31,63
소고기_한우(1++등급)_사태(뭉치사태)_생것,167,0,22.45,7.7,56
소고기_한우(1++등급)_사태(상박살)_생것,222,0,20.22,14.55,60
소고기_한우(1++등급)_사태(아롱사태)_생것,233,0,21.76,15.03,69
소고기_한우(1++등급)_사태(앞사태)_생것,159,0,20.86,7.58,66
소고기_한우(1++등급)_설도(도가니살)_생것,175,0,20.28,9.47,52
소고기_한우(1++등급)_설도(삼각살)_생것,304,0,16.89,24.76,46
소고기_한우(1++등급)_설도(설깃머리살)_생것,245,0,17.85,18.03,48
소고기_한우(1++등급)_앞다리(갈비덧살)_생것,224,0,19.17,15.21,48
소고기_한우(1++등급)_앞다리(부채덮개살)_생것,185,0,21.26,10.1,60
소고기_수입산(미국산)_안심(안심살)_구운것,267,0,26.46,17.12,54
소고기_한우_양지_생것,253,0,18.58,18.59,55
소고기_한우_양지_삶은것,272,0,33.09,14.05,38
소고기_한우_양지_구운것(팬),309,0,25.6,21.32,74
소고기_한우_갈비_생것,307,1.9,16.5,24.4,127
소고기_한우_등심_생것,313,0,15.61,26.3,56
소고기_한우(1++등급)_양지(앞치마살)_생것,351,0,14.29,30.9,44
소고기_한우(1++등급)_양지(업진안살)_생것,321,0,15.43,27.21,47
소고기_한우(1++등급)_양지(차돌박이)_생것,342,0,14.12,29.96,63
소고기_한우(1++등급)_양지(치마살)_생것,275,0,16.37,21.84,44
소고기_한우(1++등급)_양지(치마양지)_생것,253,0,18.04,18.82,53
소고기_한우(1++등급)_우둔_생것,191,0,20.4,11.11,50
소고기_한우(1++등급)_갈비_생것,406,0,13.86,36.93,52
소고기_한우(1++등급)_등심_생것,349,0,15.76,30.03,43
소고기_한우(1++등급)_목심(목심살)_생것,217,0,20.24,13.96,57
소고기_한우(1++등급)_사태_생것,174,0,21.37,8.91,63
소고기_한우(1++등급)_살코기_생것,269,0,17.88,20.6,51
소고기_한우(1++등급)_안심(안심살)_생것,268,0,17.4,20.63,42
소고기_한우(1++등급)_앞다리_생것,222,0,18.9,15.12,55
소고기_한우(1++등급)_앞다리(꾸리살)_생것,192,0,19.58,11.58,52
소고기_한우(1++등급)_채끝(채끝살)_생것,360,0,16.48,30.84,44
소고기_한우(1++등급)_앞다리(부채살)_생것,285,0,17.02,22.64,51
소고기_한우(1++등급)_앞다리(앞다리살)_생것,213,0,18.93,14.19,57
소고기_한우(3등급)_설도(보섭살)_생것,108,0,22.2,1.5,104
소고기_한우(1++등급)_갈비(안창살)_생것,313,0,14.57,26.73,49
소고기_한우(1++등급)_갈비(제비추리)_생것,202,0,20.04,12.49,53
소고기_한우(1++등급)_갈비(참갈비)_생것,415,0,12.17,38.65,46
소고기_한우(1등급)_앞다리(갈비덧살)_생것,187,0,20.39,10.73,50
소고기_한우(1등급)_앞다리(부채덮개살)_생것,150,0,21.39,6.34,68
소고기_한우(3등급)_설도(설깃살)_생것,103,0,22.2,1,83
소고기_한우(3등급)_우둔(우둔살)_생것,107,0,22.8,1.1,58
소고기_한우(3등급)_우둔(홍두깨살)_생것,104,0,22.5,1,61
소고기_한우(3등급)_양지(양지머리)_생것,104,0,21.4,1.5,125
소고기_한우(3등급)_양지(업진살)_생것,111,0,21.7,2.1,86
소고기_한우(3등급)_등심_생것,117,0,21.3,2.9,49
소고기_한우(3등급)_목심(목심살)_생것,102,0,21.4,1.2,69
소고기_한우(3등급)_앞다리(꾸리살)_생것,102,0,21.5,1.2,77
소고기_한우(3등급)_채끝(채끝살)_생것,113,0,22.4,2,62
소고기_한우(1등급)_설도_생것,183,0,20.98,10.06,51
소고기_한우(1등급)_설도(보섭살)_생것,163,0,21.75,7.57,49
소고기_한우(1등급)_설도(설깃살)_생것,204,0,21.09,12.22,51
소고기_한우(1등급)_우둔(우둔살)_생것,166,0,23.08,7.29,51
소고기_한우(1등급)_우둔(홍두깨살)_생것,146,0,22.66,5.38,46
소고기_한우(1등급)_양지_생것,248,0,20.21,17.27,58
소고기_한우(1등급)_양지(양지머리)_생것,198,0,21.16,11.55,57
소고기_한우(1등급)_양지(업진살)_생것,291,0,19.34,22.22,55
소고기_한우(1등급)_갈비(꽃갈비)_생것,396,0,15.35,35.25,47
소고기_한우(1등급)_갈비(본갈비)_생것,312,0,16.94,25.61,48
꼼치류_꼼치_육_생것_대표_12월,130,0.11,13.50,0.57,
꼼치류_꼼치_육_생것_대표_1월,142,0.00,15.00,0.43,
꼼치류_꼼치_육_생것_대표_3월,52,0.18,8.84,1.50,
꼼치류_꼼치_육_생것_대표_9월,131,0.00,13.72,0.55,
꼼치류_꼼치_육_생것_통영_1월,67,0.02,14.95,0.40,155
소고기_한우(1등급)_갈비(안창살)_생것,293,0,15.46,24.16,44
소고기_한우(1등급)_갈비(제비추리)_생것,178,0,21.95,9.06,49
소고기_한우(1등급)_갈비(참갈비)_생것,404,0,15.89,35.76,46
소고기_한우(1등급)_갈비(토시살)_생것,271,0,19.63,20.02,46
소고기_한우(1등급)_등심(꽃등심살)_생것,336,0,17.76,27.73,42
소고기_한우(1등급)_등심(살치살)_생것,319,0,16.68,26.39,47
소고기_한우(1등급)_등심(아래등심살)_생것,263,0,17.79,19.95,44
소고기_한우(1등급)_등심(윗등심살)_생것,309,0,20.05,23.89,51
소고기_한우(1등급)_사태(뒷사태)_생것,161,0,22.93,6.84,67
소고기_한우(1등급)_사태(뭉치사태)_생것,147,0,24.04,4.86,57
소고기_한우(1등급)_사태(상박살)_생것,185,0,21.38,10.06,59
소고기_한우(1등급)_사태(아롱사태)_생것,237,0,21.47,15.55,66
소고기_한우(1등급)_사태(앞사태)_생것,147,0,23.1,5.24,66
소고기_한우(1등급)_설도(도가니살)_생것,163,0,20.37,8.14,52
소고기_한우(1등급)_설도(삼각살)_생것,225,0,21.01,14.52,49
소고기_한우(1등급)_설도(설깃머리살)_생것,197,0,20.22,11.84,50
소고기_한우(1등급)_살코기_생것,233,0,20.22,15.7,53
소고기_한우(1등급)_안심(안심살)_생것,205,0,19.17,13.14,45
소고기_한우(1등급)_앞다리_생것,188,0,21.15,10.49,56
소고기_한우(1등급)_앞다리(꾸리살)_생것,157,0,20.61,7.43,58
소고기_한우(1등급)_채끝(채끝살)_생것,230,0,17.59,16.51,47
소고기_한우(1등급)_앞다리(부채살)_생것,253,0,20.7,17.64,58
소고기_한우(1등급)_앞다리(앞다리살)_생것,179,0,21.53,9.38,54
소고기_한우(1+등급)_설도_생것,191,0,20.82,10.96,44
꼴뚜기류_참꼴뚜기_육_젓갈_대표_평균,88,0.30,16.00,2.00,
꼴뚜기류_창꼴뚜기_내장_생것_부산_9월,113,1.63,18.48,3.03,
꼴뚜기류_창꼴뚜기_다리_생것_부산_6월,78,0.78,14.86,1.31,
꼴뚜기류_창꼴뚜기_다리_생것_부산_평균,80,0.12,16.16,1.16,
꼴뚜기류_창꼴뚜기_다리_생것_여수_4월,91,1.85,16.90,1.33,
꼴뚜기류_창꼴뚜기_머리_생것_부산_평균,88,0.50,18.04,1.04,
꼴뚜기류_창꼴뚜기_몸통_구운것_남해_평균,165,0.44,33.35,2.34,
꼴뚜기류_창꼴뚜기_몸통_생것_부산_6월,82,2.05,16.05,0.62,
꼴뚜기류_창꼴뚜기_몸통_생것_여수_4월,93,1.43,18.19,1.12,
꼴뚜기류_창꼴뚜기_육_생것_대표_8월,95,0.82,19.00,1.25,118
꼴뚜기류_창꼴뚜기_육_생것_부산_5월,70,0.80,14.70,0.50,
꼼치류_꼼치_육_생것_강릉_6월,70,0.05,16.36,0.10,
꼼치류_꼼치_육_생것_대표_10월,132,0.18,13.75,0.56,
꼼치류_꼼치_육_생것_대표_11월,130,0.00,13.48,0.65,
소고기_한우(1+등급)_갈비(꽃갈비)_생것,391,0,14.7,36.43,40
소고기_한우(1+등급)_갈비(본갈비)_생것,388,0,14.69,34.65,42
소고기_한우(1+등급)_갈비(안창살)_생것,313,0,15.25,26.4,42
소고기_한우(1+등급)_갈비(제비추리)_생것,187,0,21.13,10.45,39
소고기_한우(1+등급)_갈비(참갈비)_생것,373,0,14.82,32.98,38
소고기_한우(1+등급)_갈비(토시살)_생것,269,0,15.69,21.52,42
소고기_한우(1+등급)_등심(꽃등심살)_생것,342,0,17.1,28.72,38
소고기_한우(1+등급)_등심(살치살)_생것,351,0,13.53,31.28,38
소고기_한우(1+등급)_등심(아래등심살)_생것,297,0,18.23,23.34,34
소고기_한우(1+등급)_등심(윗등심살)_생것,339,0,16.98,28.45,41
소고기_한우(1+등급)_사태(뒷사태)_생것,153,0,20.57,7.01,56
소고기_한우(1등급)_양지(앞치마살)_생것,292,0,18.69,22.65,47
소고기_한우(1등급)_양지(업진안살)_생것,269,0,17.76,20.62,47
소고기_한우(1등급)_양지(차돌박이)_생것,408,0,16.45,35.94,66
소고기_한우(1등급)_양지(치마살)_생것,216,0,20.43,13.75,46
소고기_한우(1등급)_양지(치마양지)_생것,193,0,22.27,10.57,65
소고기_한우(1등급)_우둔_생것,162,0,23,6.92,50
소고기_한우(1등급)_갈비_생것,376,0,16.78,32.39,48
소고기_한우(1등급)_등심_생것,309,0,18.6,24.45,47
소고기_한우(1등급)_목심(목심살)_생것,204,0,21.6,12.04,61
소고기_한우(1등급)_사태_생것,157,0,23.06,6.39,64
소고기_한우(1+등급)_설도(도가니살)_생것,171,0,20.02,9.18,46
소고기_한우(1+등급)_설도(삼각살)_생것,211,0,19.38,13.74,44
소고기_한우(1+등급)_설도(설깃머리살)_생것,211,0,19.2,13.81,42
소고기_한우(1+등급)_앞다리(갈비덧살)_생것,215,0,18.61,14.51,35
소고기_한우(1+등급)_앞다리(부채덮개살)_생것,161,0,20.7,7.85,57
소고기_한우(1+등급)_양지(앞치마살)_생것,297,0,17.38,23.81,40
소고기_한우(1+등급)_양지(업진안살)_생것,305,0,18.09,24.35,45
소고기_한우(1+등급)_양지(차돌박이)_생것,484,0,11.16,46.45,60
소고기_한우(1+등급)_양지(치마살)_생것,241,0,17.64,17.69,44
소고기_한우(1+등급)_양지(치마양지)_생것,217,0,20.81,13.71,51
소고기_한우(1+등급)_우둔_생것,179,0,22.47,8.92,41
소고기_한우(1+등급)_갈비_생것,388,0,15.5,34.29,41
소고기_한우(1+등급)_등심_생것,333,0,16.87,27.84,39
소고기_한우(1+등급)_목심(목심살)_생것,227,0,20.83,14.75,46
소고기_한우(1+등급)_설도(보섭살)_생것,179,0,21.82,9.21,42
소고기_한우(1+등급)_설도(설깃살)_생것,207,0,21.5,12.38,44
소고기_한우(1+등급)_우둔(우둔살)_생것,183,0,22.68,9.32,41
소고기_한우(1+등급)_우둔(홍두깨살)_생것,160,0,21.61,7.31,41
소고기_한우(1+등급)_양지_생것,273,0,17.77,21.09,49
소고기_한우(1+등급)_양지(양지머리)_생것,197,0,19.77,12.11,52
소고기_한우(1+등급)_양지(업진살)_생것,335,0,15.09,28.85,40
소고기_한우(1+등급)_살코기_생것,251,0,19.01,18.18,44
소고기_한우(1+등급)_안심(안심살)_생것,210,0,20.69,13.03,37
소고기_한우(1+등급)_앞다리_생것,200,0,19.72,12.37,46
소고기_한우(1+등급)_앞다리(꾸리살)_생것,189,0,19.04,11.51,49
소고기_한우(1+등급)_채끝(채끝살)_생것,314,0,17.92,25.29,34
소고기_한우(1+등급)_앞다리(부채살)_생것,251,0,17.42,18.84,49
소고기_한우(1+등급)_앞다리(앞다리살)_생것,188,0,20.74,10.71,44
소고기_한우(2등급)_설도_생것,173,0,21.17,8.85,52
소고기_한우(2등급)_설도(보섭살)_생것,168,0,21.26,8.33,53
소고기_한우(2등급)_설도(설깃살)_생것,165,0,21.43,7.95,51
소고기_한우(2등급)_우둔(우둔살)_생것,157,0,22.14,6.73,48
소고기_한우(2등급)_우둔(홍두깨살)_생것,138,0,22.35,4.69,46
소고기_한우(2등급)_양지_생것,232,0,19.37,15.99,58
소고기_한우(2등급)_양지(양지머리)_생것,198,0,20.35,11.91,59
소고기_한우(2등급)_양지(업진살)_생것,298,0,17.43,23.86,69
소고기_한우(2등급)_갈비(꽃갈비)_생것,313,0,17.35,25.48,52
소고기_한우(2등급)_갈비(본갈비)_생것,310,0,16.65,25.5,53
소고기_한우(1+등급)_사태(뭉치사태)_생것,138,0,21.89,4.85,48
소고기_한우(1+등급)_사태(상박살)_생것,211,0,20.12,13.38,53
소고기_한우(1+등급)_사태(아롱사태)_생것,241,0,20.6,16.38,62
소고기_한우(1+등급)_사태(앞사태)_생것,153,0,22.05,6.41,57
소고기_한우(1+등급)_사태_생것,156,0,21.29,7.06,55
송아지고기_수입산(미국산)_살코기_생것,105,0,20.04,2.16,86
송아지고기_수입산(미국산)_살코기_삶은것,201,0,35.73,5.33,90
송아지고기_수입산(미국산)_어깨_생것,132,0,19.34,5.44,83
송아지고기_수입산(미국산)_어깨_삶은것,236,0,33.63,10.24,87
송아지고기_수입산(미국산)_어깨_구운것,183,0,25.46,8.25,90
송아지고기_수입산(미국산)_채끝(채끝살)_생것,152,0,19.07,7.81,76
송아지고기_수입산(미국산)_채끝(채끝살)_삶은것,252,0,31.26,13.14,79
송아지고기_수입산(미국산)_채끝(채끝살)_구운것(오븐),202,0,25.14,10.45,83
송아지 부산물_수입산(미국산)_간_생것,140,2.91,19.93,4.85,77
송아지 부산물_수입산(미국산)_간_삶은것,192,3.77,28.42,6.26,78
송아지 부산물_수입산(미국산)_골_생것,118,0,10.32,8.21,127
송아지 부산물_수입산(미국산)_골_삶은것,136,0,11.48,9.63,156
송아지 부산물_수입산(미국산)_신장_생것,99,0.85,15.76,3.12,178
송아지 부산물_수입산(미국산)_신장_삶은것,163,0,26.32,5.66,110
송아지 부산물_수입산(미국산)_심장(염통)_생것,110,0.08,17.18,3.98,77
송아지 부산물_수입산(미국산)_심장(염통)_삶은것,186,0.13,29.12,6.75,58
소 부산물_간_삶은것,191,5.13,29.08,5.26,79
소 부산물_간_구운것(팬),175,5.16,26.52,4.68,77
소 부산물_골_생것,123,1.7,9.3,8.2,154
소 부산물_꼬리_생것,252,0,17.4,19,42
오리알_난황_생것,351,3.02,16.68,28.48,57
오리알_난황_삶은것,375,2.97,16.25,31.22,51
청둥오리알_생것,178,1,13.6,12.3,
오리고기_살코기_생것,117,0,21,3.07,83
오리고기_껍질 포함_삶은것,277,0,28.74,16.58,25
오리고기_껍질 포함_구운것(팬),308,0,28.98,19.76,89
자라고기_외국산_생것,175,0.5,16.4,13.4,69
칠면조고기_수입산(미국산)_생것,144,0.13,21.64,5.64,112
칠면조고기_수입산(미국산)_구운것,189,0.06,28.55,7.39,103
토끼고기_살코기_생것,161,0,20.97,7.68,50
토끼고기_살코기_삶은것,203,0,28.23,8.87,37
토끼고기_집토끼_생것,135,0.6,21.7,4.4,56
토끼고기_집토끼_끓인것,173,0,33.02,3.51,45
말고기_살코기_생것,102,0.3,20.1,2.5,50
거위알_생것,193,0.8,13.2,14.1,45
거위알_삶은것,187,1,12.7,13.6,45
기러기알_생것,193,2.4,12.3,13.9,143
기러기알_삶은것,212,4,13.1,14.9,138
달걀_생것,136,0.79,12.91,8.25,139
달걀_분말화한것,376,4.47,82.4,0.04,1238
달걀_삶은것,145,1.37,13.49,8.69,128
달걀_난백_생것,50,0.14,11.46,0.05,174
잇꽃씨기름,892,0,0,100,0
참기름,920,0.13,0,99.84,0
코코넛유,918,0.33,0,99.67,18
콩기름,921,0,0,99.96,0
팜유,917,0.44,0,99.56,0
해바라기유,919,0.2,0,99.76,2
달걀_난백_삶은것,51,0.22,11.63,0.01,145
달걀_난황_생것,326,5.77,15.66,25.18,57
달걀_난황_삶은것,379,1.37,16.46,32.16,47
달걀_유정란_생것,156,8.1,10.9,8.4,163
달걀_유정란_난백_생것,50,3.6,8.5,0,153
달걀_유정란_난황_생것,333,21.7,14.4,20.3,138
메추리알_생것,146,1.66,12.8,9.02,137
메추리알_삶은것,155,1.67,12.48,10.12,94
메추리알_난백_생것,52,0.05,11.77,0.11,184
메추리알_난백_삶은것,50,0,11.35,0.1,71
메추리알_난황_생것,296,3.74,14.77,23.24,71
메추리알_난황_삶은것,360,1.39,15.44,30.58,51
오리알_생것,171,2.03,13.11,11.32,136
오리알_삶은것,183,2.41,13.39,12.4,108
오리알_난백_생것,52,1.39,10.78,0.09,187
오리알_난백_삶은것,58,2.05,11.51,0.08,145
상지차_말린것,360,78.6,6,2.4,7
쑥차_말린것,338,56.4,26.3,0.8,153
야콘차_추출,98,24,0.6,0,33
오미자차_말린것,371,60.8,16.3,7,11
치커리차_말린것,369,84.6,7.3,0.2,175
커피_원두_에스프레소_용액,22,4.93,0.2,0.22,1
커피_원두_커피(아메리카노 2샷) _용액,2,0.48,0.02,0.02,0
홍차_추출,2,0.26,0.23,0.04,1
보이차,0,0,0.12,0,2
민들레차,0,0.05,0.01,0,1
카모마일차_추출,1,0.2,0,0,1
감잎차_추출,0,0,0.02,0.03,0
혼합식물성유,886,0,0,100,0
포도씨유,920,0.01,0,99.93,1
아마씨유,884,0,0.11,99.98,0
호두유,917,0.39,0,99.57,0
아몬드유,884,0,0,100,0
아보카도유,917,0.48,0,99.52,13
닭기름,900,0,0,99.8,0
돼지기름,915,0.58,0,99.38,17
쇠기름,869,0,0.2,99.8,1
연어기름,902,0,0,100,0
결명자차_말린것,391,67,19.8,4.9,5
민트_말린것,294,56.2,17.5,6.1,28
월계수_잎_말린것,313,74.97,7.61,8.36,23
코리아타임_말린것,378,79.2,1.4,6.2,76
고추냉이_분말화한것,299,55.1,29.94,3.45,21
겨자_분말화한것,413,49.97,18.35,22.68,1
마늘_ 가루,342,69.8,6.5,5.2,13
생강_ 가루,385,55.6,15.5,11.6,60
양파_ 가루,354,78.16,8.47,0.8,61
파슬리_말린것,298,61.59,20.16,3.41,630
페퍼민트_생것,70,14.89,3.75,0.94,31
타라곤_말린것,295,50.22,22.77,7.24,62
오레가노_말린것,265,68.92,9,4.28,25
레몬그라스(시트로넬라)_생것,99,25.31,1.82,0.49,6
사프란_말린것,310,65.37,11.43,5.85,148
뽕잎_ 가루,299,64.84,18.6,2.64,0
소금,0,0,0,0,33597
결명자차_추출,0,0.04,0,0,0
구기자차_추출,1,0.13,0,0,0
국화차_추출,0,0.03,0,0,0
우롱차_추출,0,0.07,0,0,0
간장_재래,34,2.47,5.92,0.03,7999
계피_분말화한것,349,80.93,3.63,1.15,18
소고기_한우(2등급)_갈비(참갈비)_생것,291,0,17.73,22.98,49
소고기_한우(2등급)_갈비(제비추리)_생것,172,0,21.53,8.58,53
소고기_한우(2등급)_갈비(안창살)_생것,238,0,16.63,17.79,53
미나리_물미나리_찐것,19,3.66,1.63,0.23,26
도라지_순_데친것,41,8.81,1.96,0.63,1
무말랭이_뿌리_말린것을 불린것,49,10.97,1.78,0.25,13
무시래기_잎_말린것,249,45.41,18.46,5.04,100
도라지_순_생것,51,10.69,2.38,0.84,1
더덕_순_데친것,35,7.13,1.83,0.55,2
더덕_순_생것,47,9.58,2.23,0.85,1
달래_삶은것,58,14.09,2.23,0.31,4
갓_돌산갓_찐것,20,3.08,2.31,0.39,8
갓_돌산갓_삶은것,19,2.9,2.17,0.4,7
밥_옥광_구운것,175,38.31,3.72,0.73,1
찹쌀밥_칼슘쌀_생것,170,36.03,3.39,0.62,8
찹쌀_칼슘쌀_생것,361,77.37,7.09,1,17
멥쌀_쌀눈_볶은것,468,38.97,21.74,27.77,5
멥쌀_쌀눈_생것,441,36.81,20.27,26.11,4
멥쌀_쌀눈_찐것,152,12.74,6.96,8.95,2
골든세이지_말린것,385,73.6,1.6,9.3,60
라벤다_말린것,330,63.3,12.6,8.7,35
로즈마리_말린것,331,64.06,4.88,15.22,50
소고기_한우(2등급)_목심(목심살)_생것,194,0,20.17,11.6,59
소고기_한우(2등급)_등심_생것,275,0,18.25,21.06,48
소고기_한우(2등급)_사태_생것,155,0,21.77,6.73,68
