식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg)
멥쌀_백미_생것,366,78.74,6.81,1.05,2
멥쌀_백미_분말화한것,378,81.07,7.24,1.07,2
멥쌀_칠분도미_생것,348,76.6,6.3,1.5,1
감_단감+부유_생것,56,14.91,0.4,0.12,1
감_단감+서촌조생_생것,62,16.59,0.43,0.13,0
감_단감+차랑_생것,57,15.25,0.36,0.12,1
감_단감+태추_생것,52,13.77,0.33,0.11,0
감_연시+월하시_생것,76,20.43,0.61,0.08,1
감_연시+청도반시_생것,62,16.61,0.44,0.09,1
감말랭이_갑주백목_말린것,255,68.58,1.94,0.16,3
감말랭이_청도반시_말린것,217,58.56,1.71,0.08,2
딸기_죽향_생것,34,8.41,0.88,0.14,1
딸기_킹스베리_생것,31,7.71,0.63,0.14,1
멥쌀_농림나1호_칠분도미_생것,370,79.2,5.6,1.9,9
멥쌀_농림나1호_현미_생것,371,75.3,5.8,4.8,1
멥쌀_밭벼_백미_생것,331,74.5,9.3,0.9,1
멥쌀_밭벼_칠분도미_생것,359,73.4,9.5,1.5,1
멥쌀_새추청벼_백미_생것,366,80.9,6.1,0.2,8
멥쌀_발아현미_현미_생것,384,81.18,7.22,2.88,2
멥쌀_수라벼_백미_생것,346,76.7,5.7,0.1,17
멥쌀_일미벼_백미_생것,372,79.3,7.7,1,11
멥쌀_일미벼_현미_생것,354,76.2,9,1,12
멥쌀_추청벼_백미_생것,360,77.63,6.42,1.03,1
멥쌀_추청벼_현미_생것,362,76.9,6.4,2.7,14
멥쌀_큰눈벼_백미_생것,375,81.4,6.3,1,19
멥쌀_큰눈벼_현미_생것,371,77.9,7.3,3,23
멥쌀_통일벼_백미_생것,375,80.3,8.3,0.6,3
멥쌀_통일벼_현미_생것,362,77.2,8.9,1.6,2
기장_도정_생것,360,74.6,11.2,1.9,6
기장_찰기장_도정_생것,371,69.65,13.63,3.77,5
기장_찰기장+이백찰_도정_생것,373,69.49,13.72,4.03,4
기장_찰기장+한라찰_도정_생것,373,69.78,12.8,4.35,7
기장_찰기장+황실찰_도정_생것,368,67.42,15.55,3.62,7
메밀_도정_생것,363,67.84,13.64,3.38,1
메밀_도정_분말화한것,374,71.36,12.96,3.29,1
멥쌀_하이아미_현미_생것,360,75.73,7.41,2.6,1
멥쌀_향미벼_백미_생것,368,79.9,7,0.6,4
멥쌀_흑진주벼_현미_생것,369,77.7,7.9,2.6,2
멥쌀_히토메보레_백미_생것,364,80,6.5,0.3,3
멥쌀_골든퀸3호_백미_생것,354,77.23,6.07,0.67,3
멥쌀_골든퀸3호_현미_생것,357,77.26,6.16,2.01,1
멥쌀_호품벼_백미_생것,354,77.21,5.91,0.73,0
멥쌀_호품벼_현미_생것,343,73.94,6.3,1.94,1
멥쌀_금강1호_백미_생것,369,79.46,6.69,1.1,4
멥쌀_금강1호_현미_생것,365,77.11,7.08,2.72,2
멥쌀_남찬_백미_생것,366,78.14,6.85,1.34,4
멥쌀_남찬_현미_생것,355,75.26,7.25,2.31,5
멥쌀_도담쌀_백미_생것,360,76.91,6.97,1.14,1
멥쌀_도담쌀_현미_생것,356,74.15,7.73,2.85,2
멥쌀_미품_백미_생것,361,76.89,7.77,0.81,4
멥쌀_미품_현미_생것,348,73.3,8.41,2.07,5
멥쌀_보람찬_백미_생것,370,78.36,7.16,1.53,4
멥쌀_보람찬_현미_생것,355,75.74,7.42,2.01,5
멥쌀_현미_생것,357,75.92,7.33,2.23,3
멥쌀_흑미_생것,357,75.56,7.7,2.21,2
멥쌀_고아미2호_백미_생것,362,74.3,8.4,2.04,1
멥쌀_고아미2호_현미_생것,359,71,9.17,4.11,3
멥쌀 국수_말린것,340,72.6,9.1,1.5,1964
멥쌀밥_쪄서 말린것,373,83.7,5.2,0.1,29
멥쌀_삼광_백미_생것,367,79.71,6.31,0.9,1
멥쌀_삼광_현미_생것,358,76.98,6.88,2,2
멥쌀_새일미_백미_생것,366,78.57,6.92,1.04,0
멥쌀_새일미_현미_생것,357,76,7.6,2.12,1
멥쌀_설갱_백미_생것,363,78.14,6.71,1.04,0
멥쌀_설갱_현미_생것,356,75.36,7.53,2.34,2
멥쌀_신동진_백미_생것,361,78.01,6.06,1.09,1
멥쌀_신동진_현미_생것,350,75.24,6.69,1.98,1
멥쌀_알찬미_백미_생것,374,80.36,6.02,1.57,2
멥쌀_알찬미_현미_생것,365,78.09,6.91,2.34,5
멥쌀_영호진미_백미_생것,371,79.87,5.72,1.54,3
멥쌀_영호진미_현미_생것,363,78.1,6.21,2.32,4
멥쌀_예찬_백미_생것,363,78.78,6.6,0.75,2
멥쌀_예찬_현미_생것,356,75.25,7.23,2.47,6
멥쌀_오대_백미_생것,371,79.46,7.38,0.93,0
멥쌀_오대_현미_생것,363,76.53,8.07,2.31,0
멥쌀_운광_백미_생것,365,79.1,6.2,0.99,1
멥쌀_운광_현미_생것,355,75.94,6.52,2.28,1
멥쌀_일품_백미_생것,367,78.52,7.06,1.12,1
멥쌀_하이아미_백미_생것,367,78.46,7.35,1.05,0
멥쌀밥_삼광_현미,165,34.83,3.5,1.15,1
멥쌀밥_새일미_백미,142,30.69,2.67,0.25,0
멥쌀밥_농림나1호_칠분도미,205,46.2,2.5,0.2,2
멥쌀밥_새일미_현미,172,36.67,3.43,1.08,0
멥쌀밥_신동진_백미,147,32.17,2.53,0.28,0
멥쌀_일품_현미_생것,357,76.37,7,2.18,2
멥쌀_친들_백미_생것,364,79.09,6.43,0.77,4
멥쌀_친들_현미_생것,353,75.8,6.97,1.98,8
멥쌀_팔방미_백미_생것,366,77.32,8.33,0.94,0
멥쌀_팔방미_현미_생것,358,73.74,9.12,2.65,1
멥쌀_한가루_백미_생것,373,80.03,7.11,1.05,2
멥쌀_한가루_현미_생것,361,76.38,7.92,2.2,3
멥쌀_한아름4호_백미_생것,369,79.3,7.13,0.88,3
멥쌀_한아름4호_현미_생것,363,77.23,7.56,2.2,6
멥쌀_해담쌀_백미_생것,371,80.24,6.65,0.93,3
멥쌀_해담쌀_현미_생것,366,77.58,7.42,2.44,4
멥쌀_해들_백미_생것,365,77.39,7.33,1.34,0
멥쌀_해들_현미_생것,356,74.99,8.06,2.34,2
멥쌀_해품_백미_생것,362,77.3,8.23,0.56,4
멥쌀_해품_현미_생것,349,73.53,8.71,1.88,8
멥쌀_흑진미_현미_생것,357,75.82,7.82,2.11,0
멥쌀_적진주_현미_생것,360,76.01,7.47,2.48,2
밀_통밀가루_분말화한것,347,73.77,13.73,2.2,5
밀_흑밀_도정_생것,328,72.5,12.9,0.9,6
밀_카무트_수입산(미국산)_분말화한것,334,71.16,13.74,1.91,3
국수_생것,291,60.09,7.25,0.87,395
국수_말린것,368,74.41,10.38,1.24,1279
국수_말린것을 삶은것,123,24.7,3.55,0.44,78
국수_소면_말린것,370,74.88,10.36,1.27,1274
국수_소면_말린것을 삶은것,126,25.36,3.55,0.48,68
멥쌀밥_백미,146,31.71,2.65,0.33,0
멥쌀밥_칠분도미,160,36.7,2.6,0.5,1
멥쌀밥_현미,166,35.34,3.47,0.96,0
멥쌀밥_누룽지,393,86.8,6.8,0.2,6
멥쌀밥_농림나1호_백미,213,48.5,2.2,0.1,2
멥쌀밥_농림나1호_현미,201,46.1,2.8,0.2,2
멥쌀밥_밭벼_백미,157,36.1,3.5,0.3,1
멥쌀밥_밭벼_현미,156,34.3,4.1,1,1
멥쌀밥_새추청벼_백미,153,33.8,2.5,0.1,7
멥쌀밥_수라벼_백미,159,35.7,2.4,,4
멥쌀밥_일품벼_백미,156,34.6,2.6,0.1,5
멥쌀밥_추청벼_백미,151,33.7,2.4,,5
멥쌀밥_흑진미_현미,174,36.83,3.98,1.01,0
멥쌀밥_삼광_백미,146,31.71,2.52,0.33,0
국수_칼국수_반정도 말린것,281,57.5,6.4,1.4,1768
국수_칼국수_삶은것,140,28.98,3.49,0.43,47
파스타_마카로니_말린것,380,77.1,12.2,0.4,2
파스타_마카로니_말린것을 삶은것,126,25.8,3.8,0.2,5
파스타_스파게티_말린것,365,76.64,11.78,1.28,2
파스타_스파게티_말린것을 삶은것,129,26.9,3.8,0,7
보리_분말화한것,357,76.48,11.16,1.83,20
보리_볶은것,360,74.1,12.7,2.6,
보리_껍질 포함_분말화한것,364,76.09,10.95,2.99,17
보리_겉보리_도정_생것,349,76.89,8.75,1.67,3
보리_겉보리_조곡_생것,347,72.84,11.01,2.37,7
멥쌀밥_신동진_현미,160,34.57,3.15,0.76,0
멥쌀밥_오대_백미,151,32.28,2.85,0.44,0
멥쌀밥_밭벼_칠분도미,155,35.7,3.6,0.5,1
멥쌀밥_오대_현미,166,35.29,3.81,0.87,0
밀_도정_생것,333,75.8,10.6,1,17
밀_통밀_생것,342,74.6,13.2,1.5,
밀_강력밀가루_분말화한것,334,72.89,13.59,1.11,1
밀_금강밀_도정_생것,329,71.7,13.06,1.28,1
밀_박력밀가루_분말화한것,374,77.73,9.15,0.94,1
밀_신미찰밀_도정_생것,334,74.2,11.3,1.6,6
밀_중력밀가루_분말화한것,375,76.64,10.34,1.01,1
보리_쌀보리_도정_생것,341,75.04,8.66,1.66,5
보리_엿기름_말린것,358,71.68,14.65,2.71,10
보리_찰보리_도정_생것,346,72.29,11.87,2.15,5
보리_찰보리_할맥,362,82,8.5,1,7
보리_늘보리_도정_생것,346,75.08,9.79,1.77,6
보리_누리찰_도정_생것,340,74.77,8.89,1.57,7
보리_호강_도정_생것,341,75.91,7.8,1.59,4
보리_큰알보리1호_도정_생것,345,76.39,8.13,1.75,4
보리_큰알보리1호_조곡_생것,345,72.85,10.39,2.41,6
보리_흑수청찰_도정_생것,352,77.39,9.38,1.6,2
보리_흑수청찰_조곡_생것,349,72.82,11.64,2.34,7
보리밥_쌀보리,144,31.72,3.58,0.73,1
보리밥_누리찰,142,30.99,3.77,0.72,1
보리밥_호강,146,32.45,3.39,0.73,1
국수_우동_생것,152,30.47,3.15,1.25,142
국수_우동_삶은것,131,27.3,2.85,0.46,78
국수_중국국수_생것,249,55.7,8.6,1.2,410
국수_중국국수_삶은것,133,29.2,4.9,0.6,70
국수_중면_말린것,366,73.94,10.4,1.21,1284
국수_중면_말린것을 삶은것,120,24.04,3.55,0.4,88
국수_쫄면_말린것,348,71.29,9.16,1.08,1697
국수_칼국수_생것,303,63.02,7.25,0.87,327
보리밥_흑수청찰,150,32.97,3.93,0.75,0
수수_도정_생것,374,73.63,11.67,3.01,6
수수_통수수_생것,360,76.5,10.5,3.1,4
수수_찰수수_도정_생것,368,72.54,10.94,3.17,3
수수_찰수수+남풍찰_도정_생것,378,74.03,11.03,3.67,5
수수_찰수수+소담찰_도정_생것,376,73.19,12.73,3.02,4
옥수수_분말화한것,364,83.3,7.32,0.97,2
옥수수_단옥수수_생것,118,23.39,4.01,1.5,0
옥수수_단옥수수_삶은것,118,23.53,3.99,1.47,0
옥수수_단옥수수_찐것,135,29.1,4.2,0.7,1
옥수수_메옥수수_생것,178,36.26,5.34,2.06,0
옥수수_메옥수수_말린것,358,74.12,9.94,3.83,3
옥수수_메옥수수_삶은것,173,34.89,5.11,2.19,0
옥수수_메옥수수_구운것,372,78.3,8.9,3.9,1
옥수수_찰옥수수_생것,141,28.96,4.79,1.4,0
옥수수_찰옥수수_말린것,371,74.7,11.5,4.6,2
옥수수_찰옥수수_삶은것,136,27.42,4.72,1.48,0
보리_겉보리_압맥,343,75.38,8.74,1.66,9
보리_겉보리_할맥,354,77.71,9.3,1.67,11
보리_두산8호_도정_생것,352,78,10,1,18
보리_미숫가루_분말화한것,412,76.69,14.36,5.3,5
보리_서둔찰보리_도정_생것,354,78.5,9.7,1.1,13
조_메조+삼다메_도정_생것,372,72.57,10.78,3.74,6
옥수수_찰옥수수_찐것,132,25.4,6.6,1.4,1
옥수수_강다옥_말린것,361,73.68,9.82,4.46,2
옥수수_광평옥_말린것,358,72.54,9.73,4.69,3
옥수수_다안옥_말린것,356,72.49,10.25,4.28,2
옥수수_다평옥_말린것,359,75.32,9.02,3.64,4
옥수수_신광옥_말린것,354,74.78,9.79,3.06,5
옥수수_신황옥_말린것,357,74.14,10.22,3.62,2
옥수수_안다옥_말린것,356,74.3,10.25,3.41,3
옥수수_양안옥_말린것,358,74.98,9.56,3.61,6
옥수수_장다옥_말린것,357,73.36,11,3.76,2
옥수수_창다옥_말린것,360,75.96,8.93,3.47,4
옥수수_청안옥_말린것,360,75.29,9.11,3.8,2
옥수수_평강옥_말린것,359,75.3,9.45,3.54,1
옥수수_평안옥_말린것,358,71.24,11.77,4.61,4
옥수수_황다옥_말린것,358,74.27,10.32,3.65,2
옥수수_고당옥_생것,108,21.61,3.87,1.24,0
옥수수_고당옥_삶은것,112,22.64,3.93,1.2,0
옥수수_고당옥1호_생것,108,21.82,3.91,1.09,0
옥수수_고당옥1호_삶은것,108,21.25,4.14,1.33,0
보리밥_겉보리,144,31.79,3.55,0.7,0
보리밥_큰알보리1호,138,30.6,3.17,0.65,0
찹쌀_백진주_현미_생것,358,75.82,7.38,2.39,1
찹쌀_보람찰_백미_생것,365,78.67,6.54,1.04,1
찹쌀_보람찰_현미_생것,350,74.39,7.11,2.21,2
찹쌀_눈큰흑찰1호_흑미_생것,360,75.08,8.19,2.69,3
옥수수_단옥3호_생것,137,26.74,4.26,2.15,0
옥수수_단옥3호_삶은것,134,26.71,3.91,1.89,0
옥수수_대학_생것,164,34.02,4.79,1.62,1
옥수수_대학_삶은것,140,28.85,4.22,1.42,2
옥수수_일미찰_생것,126,25.18,5.12,1.25,0
옥수수_일미찰_삶은것,129,25.69,5.14,1.37,0
옥수수_찰옥4호_생것,162,33.96,4.63,1.51,0
옥수수_찰옥4호_삶은것,156,31.65,4.73,1.9,0
옥수수_항금맛찰_생것,114,22.68,4.62,1.21,0
옥수수_항금맛찰_삶은것,118,23.48,4.78,1.24,0
옥수수묵,55,12.6,1.1,0,28
옥수수 샐러드_콘샐러드,104,22.4,3.2,0.2,330
율무_도정_생것,377,70.5,15.4,3.2,4
조_메조_도정_생것,373,71.7,11.48,3.91,6
조_메조_도정_찐것,115,22.71,3.14,1.13,1
조_차조_도정_생것,370,71.69,10.95,3.85,4
조_메조+다황메_도정_생것,374,72.3,11.13,3.96,11
조_메조+단아메_도정_생것,372,69.16,13.45,4.17,8
찹쌀밥_보람찰_현미,181,38.41,3.55,1.25,1
찹쌀밥_보람찰_백미,155,33.93,2.58,0.33,1
멥쌀 국수_말린것을 삶은것,132,28.37,2.59,0.29,23
율무밥_도정,172,30.34,7.1,2.35,2
감자_대지_생것,67,15.08,2.01,0.04,1
감자_대지_삶은것,77,17.39,2.07,0.08,1
감자_대지_찐것,80,18.17,2.11,0.09,2
조_메조+조황메_도정_생것,373,71.68,11.33,4,6
조_차조+경관1호_도정_생것,376,73.5,10.74,3.82,4
조_차조+경관2호_도정_생것,375,70.03,12.83,4.37,6
조_차조+삼다찰_도정_생것,369,70.39,12.07,3.86,4
조_차조+황미찰_도정_생것,371,74.54,9.28,3.38,8
찹쌀_백미_생것,363,78.17,6.64,0.99,1
찹쌀_백미_분말화한것,377,80.62,7.56,0.98,3
찹쌀_현미_생것,356,75.52,7.28,2.29,1
찹쌀_흑미_생것,362,75.66,7.83,2.75,2
찹쌀_화선찰벼_백미_생것,375,75.2,9.5,2.6,26
찹쌀_동진찰벼_백미_생것,363,78.11,6.64,1.04,1
찹쌀_동진찰벼_현미_생것,357,76.22,7.14,2.18,1
찹쌀_백옥찰_백미_생것,365,78.23,6.77,1.12,0
찹쌀_백옥찰_현미_생것,358,75.65,7.47,2.38,1
찹쌀_백진주_백미_생것,359,77.68,6.63,0.76,3
찹쌀_조생흑찰_흑미_생것,363,76.23,7.47,2.8,1
찹쌀 국수_흑미찰국수_말린것,334,74.6,8.1,0.3,1975
피_IEC525(NO.5)_도정_생것,376,73.9,8.5,4.6,10
호밀_분말화한것,324,75.8,8.5,1.6,1
호밀_통호밀_생것,334,70.7,15.9,1.5,2
퀴노아_쪄서 말린것,363,72.62,9.56,3.26,0
잡곡_현미+찹쌀+현미찹쌀+보리 등_생것,358,73.4,9.79,2.09,4
아마란스_노란색_말린것,383,67.27,17.09,5.94,0
아마란스_빨간색_말린것,381,67.59,16.47,5.78,0
귀리밥_도정,218,36.54,6.51,5.36,1
귀리밥_쌀귀리+대양_도정,215,36.09,6.71,5.13,1
귀리밥_쌀귀리+조양_도정,221,36.98,6.31,5.59,0
감자_로즈밸리_삶은것,79,17.87,2.34,0.09,1
으깬감자,83,17.57,1.91,0.57,302
고구마_생것,147,35.52,1.09,0.15,8
고구마_말린것,312,75.7,2.3,0.1,
고구마_찐것,163,39.41,1.08,0.15,6
고구마_구운것,188,45.48,1.13,0.16,9
고구마_신율미_껍질제거_생것,164,38.84,1,0.61,47
고구마_신자미_생것,107,25.5,1.3,0.1,10
고구마_점질(호박) 고구마_구운것,186,45.02,1.25,0.16,9
고구마_베니하루까_껍질제거_생것,147,34.91,1.03,0.45,13
당면_고구마_말린것,358,88.75,0.08,0.07,8
당면_고구마_삶은것,123,30.38,0.03,0.04,3
당면_고구마+감자_말린것,346,86.6,0,0.2,7
곤약(구약나물)_분말화한것,194,85.3,3,0.1,18
곤약(구약나물)_판형_생것,6,3.06,0.12,0.01,2
돼지감자_생것,35,14.92,2.18,0.09,2
돼지감자_말린것,172,74.35,10.43,0.46,10
돼지감자_삶은것,39,17.16,2.23,0.11,2
마_단마_생것,63,14.05,1.84,0.12,4
감자_대지_구운것,90,20.5,2.43,0.09,1
감자_수미_생것,70,16.07,1.93,0.03,1
감자_수미_삶은것,76,17.43,1.99,0.04,1
감자_수미_찐것,75,17.28,1.94,0.05,0
감자_수미_구운것,85,19.38,2.3,0.08,0
감자_ 자색_ 생것,82,18.5,2.8,,18
감자_ 자색_ 찐것,85,19.5,2.3,,18
감자_자심_생것,64,14.7,1.8,0,4
감자_보라밸리_생것,60,13.79,1.45,0.02,2
감자_보라밸리_삶은것,69,15.97,1.39,0.05,2
감자_로즈밸리_생것,68,15.18,2.25,0.03,0
전분_밀_분말화한것,360,86,0.2,0.5,3
전분_쌀_분말화한것,375,89.3,0.2,0.7,11
전분_옥수수_분말화한것,366,89.6,0.19,0.56,6
전분_옥수수+밀_분말화한것,379,93.8,0.3,0,16
전분_칡뿌리_분말화한것,356,85.6,0.2,0.2,2
천마_생것,77,18.5,0.9,0,8
천마_찐것,81,19.3,1.1,0,7
칡뿌리_생것,137,32.05,2.48,0.1,0
토란_생것,71,15.77,2.08,0.14,2
토란_삶은것,73,16.28,2.17,0.18,2
토란_찐것,76,16.75,2.4,0.17,2
야콘_뿌리_생것,52,12.4,0.6,0.3,0
야콘_뿌리_삶은것,42,9.9,0.6,0.3,0
칡즙,21,4.91,0.44,0,3
고구마_연황미_생것,127,30.7,1.1,0,14
고구마_주황미_생것,105,25.1,1,0.1,14
고구마_ 진홍미_ 생것,140,33.8,1.2,,9
고구마_분질(밤) 고구마_생것,154,37.22,1.01,0.11,7
고구마_분질(밤) 고구마_찐것,169,40.9,1.07,0.15,7
고구마_분질(밤) 고구마_구운것,189,45.94,1.01,0.16,10
고구마_점질(호박) 고구마_생것,141,33.81,1.17,0.2,8
고구마_점질(호박) 고구마_찐것,157,37.91,1.1,0.15,5
곤약(구약나물)_국수형_데친것,7,3.58,0.01,0.01,2
곤약(구약나물)_국수형_생것,7,3.18,0.08,0.01,2
꿀,313,84.83,0.28,0.01,1
꿀_밤,314,84.95,0.45,0.02,1
꿀_아카시아,308,83.46,0.12,0,1
꿀_잡화,318,86.07,0.26,0.02,1
꿀_토종,313,84.73,0.38,0.02,1
당밀_가공당,274,68.2,0.2,0,10
설탕_분말화한것,389,99.77,0,0,2
설탕_각설탕,394,100,0,0,
설탕_백설탕,387,99.96,0,0.01,1
설탕_빙설탕,394,99.8,0.1,0,2
설탕_황설탕,386,99.81,0,0.01,1
설탕_흑설탕,379,97.88,0.12,0.01,4
포도당,342,91,0,0,
강낭콩_생것,172,32.38,8.8,0.86,0
강낭콩_말린것,350,63.9,21.2,1.1,2
마_장마_생것,45,9.55,1.56,0.28,3
마_장마_삶은것,49,10.51,1.47,0.25,1
마_둥근마_생것,152,33.24,3.56,0.98,3
아피오스감자_생것,175,38.2,6.1,0.5,31
전분_감자_분말화한것,334,82.7,0.07,0.02,22
전분_고구마_분말화한것,346,85.85,0,0.05,8
강낭콩_삶은것,170,31.9,8.46,0.9,3
녹두_말린것,352,60.15,24.51,1.52,1
녹두_삶은것,158,26.66,11.29,0.67,2
녹두 국수_말린것,344,87.5,0.2,0.4,14
녹두묵,40,9.81,0.12,0.03,92
동부_생것,166,29.34,9.51,1.02,2
동부_말린것,343,60.56,19.61,2.1,4
동부_삶은것,138,24.46,8.11,0.77,2
동부_수입산(미얀마산)_말린것,345,59.43,22.08,2.07,6
동부_수입산(미얀마산)_삶은것,155,26.28,10.02,1.12,2
라이마빈스_말린것,306,60.8,21.9,1.8,
라이마빈스_삶은것,122,26,9.6,0.9,0
완두_생것,114,19.51,7.92,0.44,0
완두_말린것,363,67.1,20.7,1.3,5
완두_삶은것,122,20.78,7.27,1.1,2
작두(도두)_생것,125,21.5,9,0.3,3
작두(도두)_말린것,344,57.4,26.3,1,5
잠두_생것,341,58.29,26.12,1.53,13
잠두_삶은것,110,19.65,7.6,0.4,5
히카마(얌빈)_생것,44,10.36,0.68,0.06,1
히카마(얌빈)_삶은것,45,10.66,0.39,0.06,0
고구마말랭이_말린것,277,65.58,3.62,0.34,72
병아리콩_수입산(인도산)_말린것을 삶은 것,183,29.24,9.18,3.2,0
완두_말린것을 삶은것,174,27.06,13.03,1.35,3
쥐눈이콩(검정소립콩)_말린것,403,30.59,37.32,14.61,2
쥐눈이콩(검정소립콩)_삶은것,184,12.71,17.99,6.79,3
쥐눈이콩(검정소립콩)_볶은것,447,31.73,42.31,16.71,3
콩(대두)_갈색콩(밤콩)_말린것,410,30.6,35,17.2,4
콩(대두)_노란콩_말린것,409,32.99,36.21,14.71,2
콩(대두)_노란콩_삶은것,201,12.02,17.82,9.5,4
콩(대두)_노란콩_볶은것,444,33.57,40.47,17.21,3
콩(대두)_노란콩_가루를 볶은것,430,30.81,38.5,21.36,4
콩(대두)_대풍_말린것,405,36.94,34.36,13.83,0
콩(대두)_대풍_볶은것,460,37.3,35.8,19.5,5
콩(대두)_수입산(미국산)_말린것,432,39.6,33.9,16,3
콩(대두)_서리태_말린것,413,30.45,38.68,15.86,1
콩(대두)_서리태_삶은것,196,11.39,19.02,8.75,3
콩(대두)_서리태_볶은것,436,31.27,41.72,16.72,4
콩(대두)_수입산(중국산)_말린것,433,39.2,32.7,16.9,3
콩(대두)_청자3호_말린것,399,37.84,34.6,12.6,0
콩(대두)_청자3호_볶은것,452,36.7,37.4,18.1,4
콩(대두)_흑태_말린것,407,32.45,36.1,15.37,3
콩(대두)_흑태_삶은것,199,12.4,17.87,9.05,4
콩(대두)_흑태_볶은것,446,33.31,40.99,17.31,6
팥_검정팥_말린것,330,58.72,20.63,0.96,10
팥_검정팥_삶은것,156,27.15,9.49,0.86,1
팥_붉은팥_말린것,335,58.56,21.82,1.07,2
팥_붉은팥_삶은것,113,19.4,7.91,0.32,1
팥_팥+황백_말린것,343,59.85,22.38,1.17,2
팥_검정팥+검구슬_말린것,336,60.26,20.57,1.05,16
팥_붉은팥+서나_말린것,341,60.56,21.14,1.22,11
팥_붉은팥+아라리_말린것,338,59.5,21.59,1.06,10
팥_녹색팥+연두채_말린것,341,59.54,22.58,1,1
팥_팥+황백+흰구슬_말린것,348,61.43,21.55,1.44,2
팥_팥+황백+흰나래_말린것,337,58.26,23.2,0.89,2
렌즈콩(렌틸콩)_수입산(인도산)_빨간색_말린것,359,63.63,22.22,1.68,0
렌즈콩(렌틸콩)_수입산(인도산)_갈색_말린것,359,65.42,21.01,1.43,0
병아리콩_수입산(인도산)_말린것,373,63.14,17.27,5.66,5
강낭콩_말린것을 삶은것,169,29.43,10.35,0.93,3
렌즈콩(렌틸콩)_수입산(인도산)_빨간색_말린것을 삶은 것,150,25.39,9.79,0.88,1
들깨_말린것,530,29.26,22.68,39.74,1
들깨_볶은것,530,35.53,23.59,36.23,5
땅콩_말린것,520,18.36,25.74,42.57,5
땅콩_분말화한것,560,24.62,28.43,43.11,4
땅콩_볶은것,567,19.91,28.5,46.24,4
땅콩_삶은것에 소금을 가한것,318,21.26,13.5,22.01,751
땅콩_검정땅콩_말린것,574,26.5,19.3,47.7,6
땅콩_대립종_말린것,571,17.1,26.1,49.1,16
땅콩_소립종_말린것,564,24.2,22.4,46.3,3
땅콩_중립종_말린것,549,29.1,20.3,43,2
밤_구운것,188,41.15,4.07,0.79,1
밤_대보_생것,161,34.87,3.27,0.93,0
밤_대보_삶은것,162,35.32,3.13,0.91,0
밤_대보_구운것,183,39.82,3.83,0.97,0
밤_옥광_생것,147,32.1,2.94,0.78,1
밤_옥광_삶은것,149,32.65,3.1,0.66,1
브라질너트_말린것,659,11.74,14.32,67.1,3
삼씨(대마씨)_말린것,450,31.7,29.9,28.3,2
수박씨_말린것,451,47.2,19.3,22.9,
아몬드_말린것,581,20.09,23.44,49.96,6
아몬드_볶은것,594,20.49,23.45,51.29,2
연씨_미숙_생것,81,14.9,5.9,0.5,2
은행_생것,203,42.78,4.69,1.53,1
개암(헤이즐넛)_말린것,628,16.7,14.95,60.75,0
개암(헤이즐넛)_볶은것,646,17.6,15.03,62.4,0
도토리_생것,230,46.7,4.4,3,
도토리_분말화한것,354,83.7,1.1,1.1,2
도토리_졸참도토리_분말화한것,342,79.2,4.6,0.5,54
도토리_종가시도토리_분말화한것,348,79.5,3.3,1.6,3
도토리 국수_말린것,343,72.2,12.4,0.7,517
도토리묵,47,11.23,0.33,0.11,76
도토리묵_분말화한것,366,87.09,1.7,1.23,5
잣_볶은것,669,11.51,18.93,66.43,2
참깨_검정깨_말린것,549,26.45,20.85,44.12,0
참깨_검정깨_볶은것,539,27.42,21.28,42.3,1
참깨_흰깨_말린것,556,21.77,25.41,45.31,4
참깨_흰깨_볶은것,557,21.83,25.96,45.11,2
코코넛_말린것,660,23.65,6.88,64.53,37
코코넛_볶은것,592,44.4,5.3,47,37
피스타치오넛_말린것,560,27.17,20.16,45.32,1
피스타치오넛_볶은것,584,20.82,25.99,48.89,4
피칸_말린것,691,13.86,9.17,71.97,0
해바라기씨_말린것,589,18.58,21.93,52.26,2
해바라기씨_볶은것,582,24.07,19.33,49.8,3
호두_말린것,688,7.92,15.47,71.99,3
호두_볶은것,713,11.7,14.6,68.8,4
호박씨_말린것,548,5.34,35.35,48.18,6
아마씨_볶은것,540,30.4,21.8,43.3,70
때죽_말린것,551,31.8,13.6,44.7,
마름_생것,183,40.6,5.8,0.5,5
머루씨_생것,282,54,6.3,4.8,3
밤_생것,153,33.46,3.16,0.74,1
밤_말린것,370,79.86,6.94,2.45,1
밤_삶은것,155,33.96,3.23,0.69,0
치아씨_씨앗_말린것,486,42.12,16.54,30.74,16
목화씨_구운것,506,21.9,32.59,36.29,25
가시오가피_순_생것,76,15.87,5.67,0.7,1
가시오가피_순_데친것,63,11.99,5.25,0.85,1
가지_생것,19,4.36,1.13,0.03,0
가지_말린것,290,65.59,14.53,2.4,13
가지_소금에 절인것,22,5.2,1.4,0.1,880
가지_데친것,19,4.4,1,0.1,1
갓_생것,36,7.3,3.5,0.2,33
갓_돌산갓_생것,22,3.7,2.53,0.27,7
갯기름나물_생것,47,9.67,3.71,0.41,5
갯기름나물_데친것,49,9.39,3.86,0.71,4
갯기름나물_노지_생것,41,7.91,3.94,0.32,3
갯기름나물_노지_데친것,44,8.56,3.62,0.57,2
갯기름나물_노지_어린잎_생것,53,10.92,4.17,0.52,2
